datetime,month,day,hour,minute,day_of_week,inlet_temp,heating_system,heating_ambient,heating_outlet,cooling_system,cooling_ambient,cooling_outlet
1/3/2017 6:00,1,6,5,-14.0,76.0,23,0.0,0.0,14.773855264477593,0.0,0.0,14.519989553412245
1/3/2017 7:00,1,7,6,-17.0,83.0,23,12983556.0,30665330.0,14.56428212727273,0.0,0.0,14.75497112305195
1/3/2017 8:00,1,8,0,-13.0,69.0,23,11396048.0,31598650.0,14.614442824242428,0.0,0.0,14.807166675324677
1/3/2017 9:00,1,9,1,-11.0,70.0,23,7944698.2,20640862.0,14.949650490909098,0.0,0.0,14.885157675324681
1/3/2017 10:00,1,10,2,-9.0,53.0,23,3746803.2,3931000.6,14.949752791957092,0.0,0.0,14.885221230880234
1/3/2017 11:00,1,11,3,-8.0,49.0,23,0.0,0.0,14.949717615486502,0.0,0.0,14.948771204793276
1/3/2017 12:00,1,12,4,-7.0,41.0,23,156315.66,358107.8,14.94745721300972,0.0,0.0,14.840594399711403
1/3/2017 13:00,1,13,5,-7.1,43.0,23,9565291.8,25000736.0,14.949420125290422,0.0,0.0,14.923912897546902
1/3/2017 14:00,1,14,6,-7.8,48.0,23,5908377.733333333,14589910.0,14.947989046464649,0.0,0.0,14.949520230880234
1/3/2017 15:00,1,15,0,-9.0,58.0,23,3033817.26,4853025.0,14.935594824242425,0.0,0.0,14.87824123088023
1/3/2017 16:00,1,16,1,-9.0,58.0,23,2279866.66,4413534.0,14.949710490909096,0.0,0.0,14.891941230880233
1/3/2017 17:00,1,17,2,-9.0,58.0,23,2525043.06,3303759.4,14.94979279195709,0.0,0.0,14.891941230880233
1/3/2017 18:00,1,18,3,-9.0,58.0,23,0.0,0.0,14.9497576154865,0.0,0.0,14.948719204793276
1/3/2017 19:00,1,19,4,-9.0,53.0,23,156315.66,358107.8,14.947436791957088,0.0,0.0,14.815830707070706
1/3/2017 20:00,1,20,5,-8.0,58.0,23,283420.88,345245.2,14.922655329422836,0.0,0.0,14.922555940186903
1/3/2017 21:00,1,21,6,-9.0,70.0,23,276646.64,58714.4,14.92579532942284,0.0,0.0,14.841573940186905
1/3/2017 22:00,1,22,0,-9.0,70.0,23,257642.84,58714.4,14.92455208168584,0.0,0.0,14.843144254893902
1/3/2017 23:00,1,23,1,-9.0,70.0,23,257642.84,58714.4,14.92460408168584,0.0,0.0,14.763978254893903
1/4/2017 0:00,1,0,2,-8.0,64.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003805662642916
1/4/2017 1:00,1,1,3,-10.0,70.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003805662642916
1/4/2017 2:00,1,2,4,-9.0,70.0,23,0.0,0.0,14.849206597810928,0.0,0.0,14.850767553412245
1/4/2017 3:00,1,3,5,-10.0,76.0,23,0.0,0.0,14.690900597810925,0.0,0.0,14.520683553412246
1/4/2017 4:00,1,4,6,-8.0,70.0,23,0.0,0.0,15.003915536713722,0.0,0.0,15.005460506472852
1/4/2017 5:00,1,5,0,-9.6,70.0,23,0.0,0.0,15.00337200457305,0.0,0.0,15.003061662642917
1/4/2017 6:00,1,6,1,-11.0,70.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003701662642916
1/4/2017 7:00,1,7,2,-8.0,64.0,23,15926090.0,31471206.0,14.820012428320727,0.0,0.0,14.69547897532468
1/4/2017 8:00,1,8,3,-4.0,45.0,23,0.0,0.0,14.949717615486502,0.0,0.0,14.948635649237724
1/4/2017 9:00,1,9,4,-1.0,32.0,23,0.0,0.0,14.923153655593453,0.0,0.0,14.908671629610396
1/4/2017 10:00,1,10,5,0.0,32.0,23,7931385.6,20438880.0,14.949494076646085,0.0,0.0,14.909918639711407
1/4/2017 11:00,1,11,6,1.0,33.0,23,3357688.4,8285687.6,14.947976331153646,0.0,0.0,14.828942239711404
1/4/2017 12:00,1,12,0,2.0,34.0,23,1623275.6,3831334.4,14.844275687878792,39685.086,59010.72399999999,14.830875399711406
1/4/2017 13:00,1,13,1,3.0,29.0,23,2302595.8,5504012.2,14.919676243188981,0.0,1594.0320000000002,14.877708004562926
1/4/2017 14:00,1,14,2,4.0,32.0,23,846955.1,1767373.4,14.949824076646086,0.0,0.0,14.851407639711406
1/4/2017 15:00,1,15,3,2.0,40.0,23,0.0,0.0,14.949808900175496,0.0,0.0,14.922037373624446
1/4/2017 16:00,1,16,4,1.0,43.0,23,0.0,0.0,14.949432125290423,0.0,0.0,14.921530897546901
1/4/2017 17:00,1,17,5,1.0,43.0,23,4230765.6,10251061.0,14.94944012529042,0.0,0.0,14.923912897546902
1/4/2017 18:00,1,18,6,1.0,43.0,23,2118103.32,5018965.4,14.947946379797981,0.0,0.0,14.9232488975469
1/4/2017 19:00,1,19,0,-1.0,55.0,23,1048008.2,3891349.0,14.878734824242423,0.0,0.0,14.769919564213563
1/4/2017 20:00,1,20,1,-1.0,60.0,23,0.0,0.0,15.003802471337856,0.0,0.0,15.00363786590301
1/4/2017 21:00,1,21,2,2.0,37.0,23,0.0,0.0,15.003796099909284,0.0,0.0,15.00368986590301
1/4/2017 22:00,1,22,3,2.0,44.0,23,0.0,0.0,15.005176829922336,0.0,0.0,15.003443847793694
1/4/2017 23:00,1,23,4,2.0,44.0,23,0.0,0.0,15.00444182992234,0.0,0.0,14.840632895318913
1/5/2017 0:00,1,0,5,3.0,41.0,23,0.0,15596.56,15.003791656968431,0.0,0.0,15.003664086745578
1/5/2017 1:00,1,1,6,3.0,41.0,23,0.0,15596.56,15.003885501426788,0.0,0.0,15.003718528695076
1/5/2017 2:00,1,2,0,4.0,39.0,23,0.0,0.0,15.00337200457305,73470.746,0.0,15.002964565868725
1/5/2017 3:00,1,3,1,5.0,39.0,23,0.0,0.0,15.003720004573049,7344.5,0.0,15.003604565868722
1/5/2017 4:00,1,4,2,4.0,42.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003708565868724
1/5/2017 5:00,1,5,3,2.0,44.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003708565868724
1/5/2017 6:00,1,6,4,2.0,44.0,23,0.0,84222.54,15.003781371254144,0.0,0.0,15.003664086745578
1/5/2017 7:00,1,7,5,3.0,41.0,23,15298618.0,32688128.0,14.925779428320725,0.0,47046.2,14.925387837337665
1/5/2017 8:00,1,8,6,4.0,42.0,23,9831681.8,22246358.0,14.637099490909092,0.0,0.0,14.872758941991346
1/5/2017 9:00,1,9,0,5.9,36.0,23,2309038.48,6060042.0,14.946175687878792,41151.106,0.0,14.960268889610397
1/5/2017 10:00,1,10,1,7.0,34.0,23,1487315.2,3653136.2,14.91901444226476,0.0,0.0,14.908342639711407
1/5/2017 11:00,1,11,2,7.0,34.0,23,238458.16,405026.2619999999,14.949632076646088,0.0,0.0,14.908206639711407
1/5/2017 12:00,1,12,3,7.0,34.0,23,0.0,0.0,14.94977246374286,0.0,0.0,14.908125808407057
1/5/2017 13:00,1,13,4,8.0,34.0,23,0.0,0.0,14.94951246374286,0.0,0.0,14.907985808407059
1/5/2017 14:00,1,14,5,8.0,32.0,23,3066264.0,7483912.0,14.949536076646083,0.0,0.0,14.83570797304474
1/5/2017 15:00,1,15,6,7.0,34.0,23,70637.28,5890.88,14.948062331153643,0.0,0.0,14.754910239711405
1/5/2017 16:00,1,16,0,6.0,33.0,23,238940.52,374273.68,14.90858368787879,39685.086,0.0,14.998882899711404
1/5/2017 17:00,1,17,1,4.0,38.0,23,275546.52,564904.68,14.91922644226476,0.0,1594.0320000000002,14.865283399711405
1/5/2017 18:00,1,18,2,3.0,41.0,23,1756367.8,4120662.2,14.892829213009723,0.0,0.0,14.808356399711402
1/5/2017 19:00,1,19,3,2.0,44.0,23,0.0,0.0,14.872247615486499,0.0,0.0,14.716886347650414
1/5/2017 20:00,1,20,4,4.0,42.0,23,7317.32,0.0,15.00444182992234,0.0,0.0,14.761698895318913
1/5/2017 21:00,1,21,5,-1.0,55.0,23,0.0,0.0,15.005825547646282,0.0,0.0,15.003379406853568
1/5/2017 22:00,1,22,6,1.0,43.0,23,0.0,0.0,14.922085547646281,0.0,0.0,15.003327406853568
1/5/2017 23:00,1,23,0,1.0,51.0,23,0.0,0.0,14.922420899909284,0.0,22004.2,15.003533865903007
1/6/2017 0:00,1,0,1,2.0,44.0,23,0.0,0.0,15.00385200457305,925.1060000000001,0.0,15.003604565868722
1/6/2017 1:00,1,1,2,3.0,41.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003708565868724
1/6/2017 2:00,1,2,3,6.0,36.0,23,0.0,0.0,15.00374800457305,0.0,0.0,15.003656565868724
1/6/2017 3:00,1,3,4,4.0,38.0,23,0.0,0.0,15.00378270458748,0.0,0.0,15.003664086745578
1/6/2017 4:00,1,4,5,-1.0,60.0,23,0.0,0.0,15.00303606690632,0.0,0.0,15.003647044010537
1/6/2017 5:00,1,5,6,4.0,38.0,23,0.0,0.0,15.003876549045838,0.0,0.0,15.003718528695076
1/6/2017 6:00,1,6,0,3.0,41.0,23,0.0,0.0,15.00337200457305,0.0,0.0,15.002964565868725
1/6/2017 7:00,1,7,1,1.0,47.0,23,6976744.6,16632304.0,14.756948490909096,0.0,314237.34,14.63178667532468
1/6/2017 8:00,1,8,2,6.0,39.0,23,2279507.8,8052187.4,14.860657655593455,0.0,0.0,14.859618889610395
1/6/2017 9:00,1,9,3,9.0,32.0,23,518024.0,2709736.8,14.92627004269023,311030.4,491608.0,14.90966879830605
1/6/2017 10:00,1,10,4,10.0,28.0,23,300936.8,0.0,14.949901877570307,0.0,0.0,14.765792034227998
1/6/2017 11:00,1,11,5,11.0,24.0,23,5422574.6,13782012.0,14.903781286993453,337557.06,378628.2,14.767766881774605
1/6/2017 12:00,1,12,6,12.0,24.0,23,110704.6,65475.0,14.81571621101837,292853.4,322929.38,14.60871773891746
1/6/2017 13:00,1,13,0,12.0,24.0,23,424393.30600000016,110387.84200000006,14.604503380997512,402624.14,769969.53,14.519728043267849
1/6/2017 14:00,1,14,1,12.0,24.0,23,266531.286,147747.54,14.895124740197526,393157.66,720368.2,14.688146881774603
1/6/2017 15:00,1,15,2,11.0,26.0,23,247996.88600000003,99695.96200000001,14.903911687967481,21747.18,57172.08,14.767587338917462
1/6/2017 16:00,1,16,3,4.0,59.0,23,0.0,0.0,14.9497576154865,0.0,0.0,14.948719204793276
1/6/2017 17:00,1,17,4,1.0,79.0,23,0.0,30412.48,14.948700791957089,0.0,0.0,14.867264230880233
1/6/2017 18:00,1,18,5,-1.0,85.0,23,7089947.4,17877540.0,14.876514791957089,0.0,0.0,14.821548230880232
1/6/2017 19:00,1,19,6,-3.0,92.0,23,3268574.2,8423512.4,14.643718490909087,0.0,0.0,14.743795373737374
1/6/2017 20:00,1,20,0,-3.0,92.0,23,0.0,0.0,15.003524111931936,0.0,0.0,15.003523628975861
1/6/2017 21:00,1,21,1,-3.0,92.0,23,0.0,0.0,15.003576111931936,0.0,0.0,15.00367962897586
1/6/2017 22:00,1,22,2,-4.0,100.0,23,0.0,0.0,15.00377558217003,0.0,0.0,15.00372632897586
1/6/2017 23:00,1,23,3,-4.0,84.0,23,0.0,0.0,14.924366240270322,0.0,0.0,14.928460247793694
1/7/2017 0:00,1,0,4,-4.0,84.0,23,232452.68,28786.2,14.52517223883657,0.0,0.0,14.685003289270831
1/7/2017 1:00,1,1,5,-5.0,84.0,23,341623.62,1272594.2,14.19765423883657,0.0,0.0,14.359885789270832
1/7/2017 2:00,1,2,6,-4.0,84.0,23,0.0,0.0,15.004018399961588,0.0,0.0,15.005342742331441
1/7/2017 3:00,1,3,0,-1.0,66.0,23,0.0,0.0,15.00337200457305,0.0,0.0,15.002964565868725
1/7/2017 4:00,1,4,1,-1.0,66.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003604565868722
1/7/2017 5:00,1,5,2,1.0,51.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003708565868724
1/7/2017 6:00,1,6,3,3.0,45.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003708565868724
1/7/2017 7:00,1,7,4,1.0,47.0,23,0.0,0.0,14.946853428320725,0.0,310775.08,14.94798112305195
1/7/2017 8:00,1,8,5,2.0,52.0,23,14510850.0,46921508.0,14.94950879195709,0.0,0.0,14.95023267532468
1/7/2017 9:00,1,9,6,7.0,40.0,23,89967.4,65475.0,14.924515910101015,0.0,1623.226,14.801353489610392
1/7/2017 10:00,1,10,0,10.0,30.0,23,1827925.8,3653136.2,14.917807898405108,0.0,1159.468,14.74157340230881
1/7/2017 11:00,1,11,1,12.0,20.0,23,369113.27400000003,73338.626,14.8474587142235,393157.66,723268.9,14.712085215107937
1/7/2017 12:00,1,12,2,13.0,17.0,23,321652.7540000001,26941.673999999988,14.864293286993455,86773.09199999999,88913.6,14.711949215107936
1/7/2017 13:00,1,13,3,13.0,17.0,23,300936.8,0.0,14.91189931296748,0.0,0.0,14.711949215107936
1/7/2017 14:00,1,14,4,13.0,17.0,23,265544.8,0.0,14.911779312967479,0.0,0.0,14.711949215107936
1/7/2017 15:00,1,15,5,7.0,56.0,23,2084230.4,4900553.8,14.949484791957088,0.0,0.0,14.875951564213567
1/7/2017 16:00,1,16,6,4.0,64.0,23,1028592.2,2625938.24,14.947957046464651,0.0,0.0,14.948260230880232
1/7/2017 17:00,1,17,0,2.0,62.0,23,455392.88,928436.56,14.935594824242425,0.0,0.0,14.87824123088023
1/7/2017 18:00,1,18,1,-1.0,71.0,23,1787869.72,3787300.12,14.892758490909095,0.0,0.0,14.889084230880233
1/7/2017 19:00,1,19,2,-2.0,71.0,23,1717550.4,6655676.4,14.892736791957088,0.0,0.0,14.863311564213564
1/7/2017 20:00,1,20,3,-1.0,66.0,23,0.0,0.0,15.005133201350908,0.0,0.0,15.003446247793695
1/7/2017 21:00,1,21,4,-1.0,66.0,23,7816.94,0.0,14.92306662992234,0.0,0.0,14.921510145318914
1/7/2017 22:00,1,22,5,-1.0,66.0,23,0.0,0.0,15.005773547646282,0.0,0.0,15.003327406853568
1/7/2017 23:00,1,23,6,-2.0,65.0,23,0.0,0.0,15.003105547646282,0.0,0.0,15.003327406853568
1/8/2017 0:00,1,0,0,-1.0,66.0,23,0.0,0.0,15.00337200457305,0.0,0.0,15.002964565868725
1/8/2017 1:00,1,1,1,-2.0,65.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003604565868722
1/8/2017 2:00,1,2,2,-1.0,60.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003708565868724
1/8/2017 3:00,1,3,3,-1.0,66.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003708565868724
1/8/2017 4:00,1,4,4,-2.0,71.0,23,0.0,0.0,15.005953733572985,0.0,0.0,15.003719044010536
1/8/2017 5:00,1,5,5,-2.0,78.0,23,0.0,0.0,15.005200284488742,0.0,0.0,15.003177249566093
1/8/2017 6:00,1,6,6,-2.0,78.0,23,23020.74,125710.76,14.52436126228043,0.0,0.0,14.523441800917304
1/8/2017 7:00,1,7,0,-2.0,71.0,23,11490922.0,20316668.0,14.48618482424243,0.0,0.0,14.617542675324678
1/8/2017 8:00,1,8,1,-3.0,84.0,23,9007095.6,23331906.0,14.885270490909097,0.0,0.0,14.82086667532468
1/8/2017 9:00,1,9,2,-2.0,85.0,23,5705861.8,14054948.0,14.94969279195709,0.0,0.0,14.88518667532468
1/8/2017 10:00,1,10,3,-2.0,85.0,23,0.0,0.0,14.949657615486501,0.0,0.0,14.948771204793276
1/8/2017 11:00,1,11,4,-2.0,78.0,23,17962.48,20306.8,14.948660791957089,0.0,0.0,14.947076230880235
1/8/2017 12:00,1,12,5,-1.0,78.0,23,8453193.6,21927912.0,14.89533079195709,0.0,0.0,14.840376230880233
1/8/2017 13:00,1,13,6,1.0,56.0,23,3992491.4,9626142.8,14.947957046464651,0.0,0.0,14.949584230880234
1/8/2017 14:00,1,14,0,1.0,56.0,23,1494369.2,2909555.4,14.935594824242425,0.0,0.0,14.878293230880232
1/8/2017 15:00,1,15,1,0.0,60.0,23,1226101.9,3553698.6,14.949710490909096,0.0,0.0,14.891941230880233
1/8/2017 16:00,1,16,2,-3.0,77.0,23,1889421.84,2470342.4,14.94979279195709,0.0,0.0,14.891970230880233
1/8/2017 17:00,1,17,3,-5.0,92.0,23,0.0,0.0,14.9496976154865,0.0,0.0,14.948719204793276
1/8/2017 18:00,1,18,4,-6.0,100.0,23,197679.6,479297.08,14.86809679195709,0.0,0.0,14.653824230880232
1/8/2017 19:00,1,19,5,-6.0,92.0,23,7693861.6,19398924.0,14.876410791957086,0.0,0.0,14.795820707070707
1/8/2017 20:00,1,20,6,-6.0,84.0,23,57098.9,47124.6,15.004990329422837,0.0,0.0,15.003509940186902
1/8/2017 21:00,1,21,0,-4.0,77.0,23,0.0,0.0,15.00389108168584,0.0,0.0,15.003684565903008
1/8/2017 22:00,1,22,1,-5.0,77.0,23,0.0,0.0,15.00394308168584,0.0,0.0,15.00373656590301
1/8/2017 23:00,1,23,2,-4.0,65.0,23,0.0,0.0,15.00394308168584,0.0,0.0,15.00373656590301
1/9/2017 0:00,1,0,3,-6.0,77.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003708565868724
1/9/2017 1:00,1,1,4,-3.0,46.0,23,0.0,0.0,15.006206304587483,0.0,0.0,14.924720086745578
1/9/2017 2:00,1,2,5,-2.0,42.0,23,0.0,0.0,15.003589733572985,0.0,0.0,15.003647044010537
1/9/2017 3:00,1,3,6,-2.0,38.0,23,0.0,0.0,15.003883911364678,0.0,0.0,15.003718528695076
1/9/2017 4:00,1,4,0,-2.0,42.0,23,0.0,0.0,15.00337200457305,0.0,0.0,15.002964565868725
1/9/2017 5:00,1,5,1,-4.0,50.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003604565868722
1/9/2017 6:00,1,6,2,-6.0,54.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003708565868724
1/9/2017 7:00,1,7,3,-3.0,50.0,23,0.0,0.0,14.94990625185014,0.0,287948.02,14.948902096964993
1/9/2017 8:00,1,8,4,1.0,47.0,23,0.0,0.0,14.946584791957088,0.0,0.0,14.94778667532468
1/9/2017 9:00,1,9,5,4.0,32.0,23,13800256.0,38018446.0,14.926077655593453,0.0,0.0,14.911053629610397
1/9/2017 10:00,1,10,6,6.0,25.0,23,178002.8,98188.8,14.879625574654735,0.0,0.0,14.785628077673442
1/9/2017 11:00,1,11,0,8.0,22.0,23,279582.78,305493.36199999996,14.60465992645206,39685.086,0.0,14.768384697813305
1/9/2017 12:00,1,12,1,8.0,22.0,23,25516.36,57379.68200000001,14.873205077859863,0.0,0.0,14.936499869653392
1/9/2017 13:00,1,13,2,8.0,22.0,23,169248.98,291011.93,14.951423676603843,0.0,0.0,14.936499869653392
1/9/2017 14:00,1,14,3,9.0,21.0,23,265544.8,0.0,14.951564063700616,23407.88,190394.64,14.936493583803589
1/9/2017 15:00,1,15,4,7.0,26.0,23,0.0,0.0,14.95137643870062,0.0,0.0,14.912609162158569
1/9/2017 16:00,1,16,5,3.0,37.0,23,4933566.2,11925692.0,14.949534076646085,0.0,0.0,14.949384639711406
1/9/2017 17:00,1,17,6,2.0,36.0,23,1315026.76,2849530.12,14.948060331153645,0.0,0.0,14.900411573044739
1/9/2017 18:00,1,18,0,1.1,37.0,23,1488841.0,3406473.4,14.787343687878792,19122.31,70006.90399999998,14.802528399711404
1/9/2017 19:00,1,19,1,-0.9,55.0,23,1048008.2,3891349.0,14.892706490909095,0.0,0.0,14.783547564213563
1/9/2017 20:00,1,20,2,1.2,38.0,23,0.0,0.0,14.922472899909286,0.0,10996.18,15.00363786590301
1/9/2017 21:00,1,21,3,1.2,48.0,23,0.0,0.0,14.923855629922338,0.0,0.0,15.003498247793694
1/9/2017 22:00,1,22,4,2.2,44.0,23,0.0,0.0,15.00444182992234,0.0,0.0,14.840632895318913
1/9/2017 23:00,1,23,5,1.3,50.0,23,0.0,0.0,14.922085547646281,0.0,0.0,15.003327406853568
1/10/2017 0:00,1,0,6,1.3,48.0,23,0.0,0.0,15.003883911364678,0.0,0.0,15.003718528695076
1/10/2017 1:00,1,1,0,4.4,37.0,23,0.0,0.0,15.00337200457305,41151.106,0.0,15.002964565868725
1/10/2017 2:00,1,2,1,4.4,36.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003604565868722
1/10/2017 3:00,1,3,2,2.4,41.0,23,0.0,0.0,15.00385200457305,0.0,0.0,15.003708565868724
1/10/2017 4:00,1,4,3,5.5,29.0,23,0.0,0.0,15.003720004573049,0.0,0.0,15.003708565868724
1/10/2017 5:00,1,5,4,4.4,32.0,23,0.0,0.0,15.00378270458748,0.0,0.0,15.003664086745578
1/10/2017 6:00,1,6,5,3.6,34.0,23,0.0,0.0,15.00378270458748,0.0,0.0,15.003664086745578
1/10/2017 7:00,1,7,6,5.6,27.0,23,0.0,0.0,14.590229991833315,0.0,0.0,14.809807815502277
1/10/2017 8:00,1,8,0,7.6,23.0,23,3442061.2,9281992.8,14.46329192645206,39685.086,0.0,14.73340924326785
